eng_Latn,tel_Telu
"1138 - Matilda's maternal uncle, David I of Scotland, invaded England in support of her claim.
","1138 - మటిల్డా యొక్క మాత మామ, డేవిడ్ I ఆఫ్ స్కాట్లాండ్, ఆమె దావాకు మద్దతుగా ఇంగ్లాండ్ పై దాడి చేసింది.
"
"11:12 और उसके बाद, एलीज़ारी था, the son of his uncle , एक अहोहिती, who was among the three powerful ones .
","11:12 మరియు అతని తర్వాత, ఎలియాజరు ఉంది, తన మామ కుమారుడు, ఒక Ahohite, మూడు శక్తివంతమైన వాటిని వీరిలో ఎవరు.
"
"11:26 Moreover, the strongest men of the army were Asahel, the brother of Joab; and Elhanan, the son of his uncle, from Bethlehem;
","11:26 అంతేకాక, సైన్యం యొక్క బలమైన పురుషులు అశాహేలు ఉన్నాయి, యోవాబు సహోదరుడైన; మరియు Elhanan, తన మామ కుమారుడు, బెత్లెహెం నుండి;
"
"11:26 Επιπλέον, the strongest men of the army were Asahel , the brother of Joab; and Elhanan , the son of his uncle , from Bethlehem;
","11:26 అంతేకాక, సైన్యం యొక్క బలమైన పురుషులు అశాహేలు ఉన్నాయి, యోవాబు సహోదరుడైన; మరియు Elhanan, తన మామ కుమారుడు, బెత్లెహెం నుండి;
"
"1296: Alauddin Khilji declares himself as King of Delhi after assassinating his uncle Jalaluddin Khilji
","1296: జలాలుద్దీన్ ఖిల్జీ హత్య అనంతరం ఢిల్లీ పాలకుడిగా తనకు తాను ప్రకటించుకున్న అలావుద్దీన్ ఖిల్జీ
"
"20:20 If any man has had sexual intercourse with the wife of his paternal or maternal uncle, and he has uncovered the shame of his close relative, both shall bear their sin.
","20:20 ఏ మనిషి తన తండ్రివైపు లేదా మేనమామ భార్య తో లైంగిక సంభోగంలో ఉంటే, మరియు అతను తన దగ్గరి బంధువు తలవంపు అన్కవర్డ్ ఉంది, రెండు తమ పాపశిక్షను భరించెదరు.
"
"24:17 And he appointed Mattaniah, his uncle, in his place.
","24:17 అతడు Mattaniah నియమించారు, తన మేనమామ, ఆయన స్థానంలో.
"
"26 Moreover, the strongest men of the army were Asahel, the brother of Joab; and Elhanan, the son of his uncle, from Bethlehem;
","11:26 అంతేకాక, సైన్యం యొక్క బలమైన పురుషులు అశాహేలు ఉన్నాయి, యోవాబు సహోదరుడైన; మరియు Elhanan, తన మామ కుమారుడు, బెత్లెహెం నుండి;
"
"27:11 But if he has no paternal uncles , the inheritance shall be given to those who are closest to him .
","27:11 కానీ అతను తండ్రి తరపు మేనమామలు కలిగి ఉంటే, వారసత్వ అతనికి దగ్గరగా ఉన్నవారు తర్ఫీదునిస్తారు.
"
"27:11 But if he has no paternal uncles, the inheritance shall be given to those who are closest to him.
","27:11 కానీ అతను తండ్రి తరపు మేనమామలు కలిగి ఉంటే, వారసత్వ అతనికి దగ్గరగా ఉన్నవారు తర్ఫీదునిస్తారు.
"
"27:32 And Jonathan David's uncle, a counsellor, a wise and learned man: he and Jahiel the son of Hachamoni were with the king's sons.
","27:32 ఇప్పుడు జోనాథన్, డేవిడ్ మామ, ఒక సలహాదారు, ఒక వివేకం మరియు పరిశోధక వ్యక్తి; అతను మరియు యెహీయేలు, Hachmoni కుమారుడు, రాజు కుమారులు ఉన్నారు.
"
"27:32 kaloku uYonatan, the uncle of David, was a counselor, a prudent and scholarly man; he and Jehiel, the son of Hachmoni, were with the sons of the king.
","27:32 ఇప్పుడు జోనాథన్, డేవిడ్ మామ, ఒక సలహాదారు, ఒక వివేకం మరియు పరిశోధక వ్యక్తి; అతను మరియు యెహీయేలు, Hachmoni కుమారుడు, రాజు కుమారులు ఉన్నారు.
"
"27:32 karon si Jonathan, the uncle of David, was a counselor, a prudent and scholarly man; he and Jehiel, the son of Hachmoni, were with the sons of the king.
","27:32 ఇప్పుడు జోనాథన్, డేవిడ్ మామ, ఒక సలహాదారు, ఒక వివేకం మరియు పరిశోధక వ్యక్తి; అతను మరియు యెహీయేలు, Hachmoni కుమారుడు, రాజు కుమారులు ఉన్నారు.
"
"3 Abimelech's uncles spoke to the leaders of Shechem and asked them that question.
","3 అబీమెలెకు మాములు షెకెము నాయకులతో మాట్లాడి, వారిని ఆ ప్రశ్న అడిగారు.
"
"32 Now Jonathan, the uncle of David, was a counselor, a prudent and scholarly man; he and Jehiel, the son of Hachmoni, were with the sons of the king.
","27:32 ఇప్పుడు జోనాథన్, డేవిడ్ మామ, ఒక సలహాదారు, ఒక వివేకం మరియు పరిశోధక వ్యక్తి; అతను మరియు యెహీయేలు, Hachmoni కుమారుడు, రాజు కుమారులు ఉన్నారు.
"
"32:12 And I gave the deed of possession to Baruch , the son of Neriah , the son of Mahseiah , in the sight of Hanamel , the son of my uncle , in the sight of the witnesses who had been recorded in the book of the purchase , and in the sight of all the Jews who were sitting in the atrium of the prison .
","32:12 నేను బారూకు వరకు స్వాధీనం దస్తావేజు ఇచ్చింది, నేరీయా కుమారుడైన, Mahseiah కుమారుడు, Hanamel దృష్టికి, నా మామ కుమారుడు, కొనుగోలు పుస్తకంలో రికార్డు చేసిన సాక్షుల దృష్టికి, మరియు అన్ని యూదులు దృష్టికి ఎవరు జైలు కర్ణిక లో సిట్టింగ్.
"
