eng_text,tgt_lang,tgt_lang_text,eng_reln,gemma_3_12b
"Ranbir Kapoor, Kareena Kapoor Khan and Karisma Kapoor are his cousins.
",mal_Mlym,"മകന്‍ ഋഷി കപൂര്‍, അദ്ദേഹത്തിന്റെ മകന്‍ രണ്‍ബീര്‍ കപൂര്‍, റണ്‍ധീര്‍ കപൂറിന്റെ മക്കള്‍ കരിഷ്മയും കരീനയും എന്നിവരാണ് ഇതില്‍ പ്രധാനപ്പെട്ടവര്‍.
",cousin,X
"daughter and her cousins were
",mal_Mlym,"തങ്ങളുടെ സഹോദരിയെയും മകളെയും
",cousin,X
"Abdullah Ibn Abbas was a cousin of Mohammed, the prophet of Islam.
",mal_Mlym,"മുഹമ്മദ് നബി(സ)യുടെ സദസ്സിലെ കിളിക്കൊഞ്ചലായിരുന്നു അബ്ദുല്ലാഹിബ്‌നു അബ്ബാസ്.
",cousin,X
"""""""He was in tears when he found out how much his treatment was costing,"""" says his nephew, 23-year-old Ravi Morale.""
",mal_Mlym,"""""""ചികിത്സയ്ക്ക് എത്രയാണ് ചിലവാകുന്നത് എന്നറിഞ്ഞു കഴിഞ്ഞതിനുശേഷം അദ്ദേഹം കരയുകയായിരുന്നു,"""" 23-കാരനായ ബന്ധു രവി മൊറാലെ പറഞ്ഞു.""
",nephew,B
"""""""I didn't ask about your nephew.""
",mal_Mlym,""" . . """" """"ഞാൻ നിന്റെ സാറിനെ കുറിച്ചല്ല ചോദിച്ചേ.""
",nephew,X
"""""""If the Army knew they would be charged, and will have to go to court and be prosecuted, they will think ten times before they pull their triggers on an innocent...The AFSPA is a like a blank cheque from the government of India to kill innocents like my nephew.""
",mal_Mlym,"'കുറ്റം ചുമത്തപ്പെടുമെന്നും, കോടതിയിൽ ഹാജറായി വിചാരണ നേടിടേണ്ടി വരുമെന്നും ഇന്ത്യൻ സൈന്യം അറിഞ്ഞിരുന്നെങ്കിൽ, ഒരു നിരപരാധിക്ക് നേരെ തോക്ക് ചൂണ്ടി കാഞ്ചി വലിക്കുന്നതിന് മുമ്പ് അവർ പത്ത് പ്രാവശ്യം ചിന്തിക്കുമെന്ന് ഉറപ്പാണ്. . . എന്റെ അനന്തരവനെ പോലെയുള്ള നിരപരാധികളെ കൊല്ലാൻ ഇന്ത്യൻ സർക്കാർ നൽകിയ ബ്ലാങ്ക് ചെക്ക് പോലെയാണ് അഫ്സ്പ.
",nephew,X
"""""""If the army knew that they would be charged and will have to go to court and be prosecuted, they would think ten times before they pull their triggers on an innocent... The AFSPA is like a bank cheque from the government of India to kill innocents like my nephew.""""""
",mal_Mlym,"'കുറ്റം ചുമത്തപ്പെടുമെന്നും, കോടതിയിൽ ഹാജറായി വിചാരണ നേടിടേണ്ടി വരുമെന്നും ഇന്ത്യൻ സൈന്യം അറിഞ്ഞിരുന്നെങ്കിൽ, ഒരു നിരപരാധിക്ക് നേരെ തോക്ക് ചൂണ്ടി കാഞ്ചി വലിക്കുന്നതിന് മുമ്പ് അവർ പത്ത് പ്രാവശ്യം ചിന്തിക്കുമെന്ന് ഉറപ്പാണ്. . . എന്റെ അനന്തരവനെ പോലെയുള്ള നിരപരാധികളെ കൊല്ലാൻ ഇന്ത്യൻ സർക്കാർ നൽകിയ ബ്ലാങ്ക് ചെക്ക് പോലെയാണ് അഫ്സ്പ.
",nephew,X
"""""""My nephew Mahipal's 7-year-old daughter was seriously ill and needed urgent treatment.""
",mal_Mlym,"ഗുരുതര 'രോഗബാധിതയായിരുന്ന മഹിപാലിന്റെ ഏഴു വയസു പ്രായമായ മകൾക്ക് അടിയന്തര ചികിത്സ ആവശ്യമായിരുന്നു.
",nephew,X
"""""""My nephew Mahipal's seven-year-old daughter was seriously ill and needed urgent treatment.""
",mal_Mlym,"ഗുരുതര 'രോഗബാധിതയായിരുന്ന മഹിപാലിന്റെ ഏഴു വയസു പ്രായമായ മകൾക്ക് അടിയന്തര ചികിത്സ ആവശ്യമായിരുന്നു.
",nephew,X
"""""""My nephew is a fool.""
",mal_Mlym,"""""""കൊച്ചച്ഛൻ ഒരു മണ്ടൻ തന്നെ.""
",nephew,M
"""""""No problem, my nephew told me.""
",mal_Mlym,"""""""സാരമില്ല, എന്റെ ഉണ്ണിക്കുട്ടൻ പറഞ്ഞിട്ടാ ഞാൻ ചെയ്തത്.""
",nephew,M
"""""""The girl, whose husband died in 2007, met MLA Ravindranath Tripathi's nephew in 2014.""
",mal_Mlym,"2007ൽ ഭർത്താവ് മരിച്ച യുവതി 2014ൽ എംഎൽഎ രവീന്ദ്രനാഥ് ത്രിപാഠിയുടെ അനന്തരവനെ കണ്ടുമുട്ടി.
",nephew,X
"""""""The woman, whose husband died in 2007, met MLA Ravindranath Tripathi's nephew in 2014.""
",mal_Mlym,"2007ൽ ഭർത്താവ് മരിച്ച യുവതി 2014ൽ എംഎൽഎ രവീന്ദ്രനാഥ് ത്രിപാഠിയുടെ അനന്തരവനെ കണ്ടുമുട്ടി.
",nephew,X
"""""""Your nephew,"""" she said.""
",mal_Mlym,"""""""നിന്റെ നൂപുരധ്വനി,"""" അയാൾ പറഞ്ഞു.""
",nephew,X
"""Aisha's (RA) nephew Urwah bin Az-Zubair said, """"I have not seen anyone with greater knowledge of the Quran, its obligations, the lawful and unlawful (halal and haram), poetry, sayings of Arabs, or genealogy than Aisha (RA).""""""
",mal_Mlym,"""ഉർവത്തിബ്നു സുബൈർ (റ) പറഞ്ഞുഃ """"ഖുർആൻ, അനന്തരാവകാശ നിയമങ്ങൾ, ഹറാം ഹലാലുകൾ (അഥവാ കർമ്മശാസ്ത്രം), കവിത, അറബികളുടെ നാട്ടറിവുകൾ, കുടുംബപരമ്പരകൾ എന്ന് തുടങ്ങി ഒരു വിഷയത്തിലും ആഈശയേക്കാൾ അറിവുള്ള ഒരാളെയും ജനങ്ങളിൽ ഞാൻ കണ്ടിട്ടില്ല.""
",nephew,M
"""During the rebellion of the Jordan River cities against Elam, (Genesis 14:1-9) Abram """" s nephew, Lot, was taken prisoner along with his entire household by the invading Elamite forces.""
",mal_Mlym,"ജോർദാൻ നദിയിലെ നഗരങ്ങളായ സോഡോമും ഗൊമോറയും എലാമിനെതിരേ കലാപം നടത്തിയപ്പോൾ, (Genesis 14:1-9) എബ്രാമിന്റെ അനന്തരവനായ ലോട്ടിനെയും അദ്ദേഹത്തിന്റെ കുടുംബത്തെ മുഴുവനും തടവുകാരായി എലാമൈറ്റ് സൈന്യം പിടികൂടി.
",nephew,X
"""I'm his wife and this is his nephew.""""""
",mal_Mlym,"""ഞാനിവളുടെ ഏട്ടനാണ്, പിന്നെ ഇത് ഇവളുടെ ഭർത്താവാണ്""""""
",nephew,X
"""In the photo album on Instagram, in the """"personal"""" section, there are photos of Isabella only with her nephew.""
",mal_Mlym,"""ഇൻസ്റ്റാഗ്രാമിലെ ഫോട്ടോ ആൽബത്തിൽ, """"പേഴ്സണൽ"""" വിഭാഗത്തിൽ, ഇസബെല്ലയുടെ അനന്തരവന്റെ ഫോട്ടോകൾ മാത്രമേയുള്ളൂ.""
",nephew,X
"(I went to school with her nephew.)
",mal_Mlym,"(ഞാൻ അവളുടെ അനുജത്തി സ്കൂളിൽ പോകുന്ന കൂടെ ഞാൻ).
",nephew,X
"16 Paul's nephew (his sister's son) heard of the plot.
",mal_Mlym,"16: പൌലോസിന്റെ സഹോദരീപുത്രൻ ഈ ചതിയെപ്പറ്റി കേട്ടു.
",nephew,X
"5 He took his wife Sarai and his nephew Lot.
",mal_Mlym,"5 അബ്രാം ഭാര്യ സാറായിയെയും സഹോദരപുത്രൻ ലോത്തിനെയും കൂടെക്കൊണ്ടുപോയി.
",nephew,X
"A friend's nephew died due to cancer last year.
",mal_Mlym,"മർദ്ദനമേറ്റ യുവാവിന്റെ ചേട്ടൻ കാൻസർ രോഗം മൂലം ഒരു വർഷം മുമ്പ് മരിച്ചിരുന്നു.
",nephew,M
"Aamir Khan launched his nephew Imraan Khan in 2008 in the film Jaane Tu Ya Jaane Na.
",mal_Mlym,"2008 ൽ പുറത്തിറങ്ങിയ ജാനേ തൂ യാ ജാനേ നാ എന്ന ചിത്രത്തിലൂടെയാണ് ആമിർ ഖാന്റെ അനന്തിരവനായ ഇമ്രാൻ ഖാൻ ബോളിവുഡിൽ അരങ്ങേറ്റം കുറിക്കുന്നത്.
",nephew,X
"Aamir Khan's nephew, Imran Khan also cannot cast his vote in India as he holds an American passport.
",mal_Mlym,"നടൻ ഇമ്രാൻ ഖാനും അമേരിക്കൻ പാസ്പോർട്ടാണ് ഉള്ളതെന്നതിനാൽ ഇന്ത്യയിൽ വോട്ടവകാശമില്ല.
",nephew,X
"Abraham took his wife Sarai and his nephew Lot.
",mal_Mlym,"5 അബ്രാം ഭാര്യ സാറായിയെയും സഹോദരപുത്രൻ ലോത്തിനെയും കൂടെക്കൊണ്ടുപോയി.
",nephew,X
"Abu Talib was very fond of his nephew.
",mal_Mlym,"അബൂത്വാലിബിന് സഹോദരപുത്രനെ ഏറെ ഇഷ്ടമായിരുന്നു.
",nephew,X
"According to Sarojini's nephew Sunil, who was at home, she died due to a fire from a gas stove.
",mal_Mlym,"ഗ്യാസ് അടുപ്പിൽ നിന്ന് തീ പടർന്നായിരുന്നു മരണമെന്നാണ് വീട്ടിലുണ്ടായിരുന്ന സരോജിനിയുടെ സഹോദരിയുടെ മകൻ സുനിൽ പറയുന്നത്.
",nephew,X
"Agha Muhammad Khan Qajar was succeeded by his nephew Fath Ali Shah (1797-1834).
",mal_Mlym,"ഇതിനിടെ പേഷ്യയിൽ ആഘാ മുഹമ്മദ് ഷാ ഖാജറിന്റെ പിൻഗാമിയായി അദ്ദേഹത്തിന്റെ സഹോദരപുത്രൻ ഫത് അലി ഷാ (ഭരണകാലം 1797-1834) അധികാരത്തിലെത്തിയിരുന്നു.
",nephew,X
"Alauddin Khalji was the nephew of Jalaluddin.
",mal_Mlym,"ജലാലുദ്ദീന്റെ അനന്തരവനും മരുമകനുമായിരുന്നു അലാവുദ്ദീൻ ഖൽജി.
",nephew,M
"Alauddin Khilji was the nephew of Jalaluddin.
",mal_Mlym,"ജലാലുദ്ദീന്റെ അനന്തരവനും മരുമകനുമായിരുന്നു അലാവുദ്ദീൻ ഖൽജി.
",nephew,M
"Among these is the nephew of former president Fakhruddin Ali Ahmed.
",mal_Mlym,"അതിൽ മുൻ രാഷ്ട്രപതി ഫക്രുദ്ദീൻ അലി അഹമ്മദിന്റെ സഹോദര കുടുംബവും ഉൾപ്പെടുന്നു.
",nephew,X
"Anil, a local BJP leader, is the nephew of the late former party MP, Hukum Singh who represented the Kairana Lok Sabha constituency from May 2014 till February 3, 2018 when he passed away.
",mal_Mlym,"പ്രാദേശിക ബിജെപി നേതാവായ അനിൽ അന്തരിച്ച മുൻ പാർട്ടി എംപിയായ ഹുക്കും സിങ്ങിന്റെ അനന്തരവനാണ്, 2014 മെയ് മുതൽ 2018 ഫെബ്രുവരി 3 വരെ ഹുക്കും സിങ് കൈരാന ലോക്സഭാ മണ്ഡലത്തെ പ്രതിനിധീകരിച്ചിട്ടുണ്ട്.
",nephew,X
"Aniruddha, Krishna's nephew, fell in love with Usha, the daughter of Banasura -
",mal_Mlym,"ബാണാസുരന്റെ മകളായ ഉഷയുമായി ശ്രീകൃഷ്ണപൌത്രനായ അനിരുദ്ധൻ പ്രണയത്തിലാണ്.
",nephew,X
