eng_Latn,mal_Mlym
"At last I had the opportunity to find out how my aunt's beliefs differed from church teachings.
","അമ്മായിയുടെ വിശ്വാസം പള്ളിയിലെ പഠിപ്പിക്കലുകളിൽനിന്ന് വ്യത്യസ്തമായിരുന്നത് എന്തുകൊണ്ടാണെന്ന് ഒടുവിൽ എനിക്ക് മനസ്സിലാക്കാനായി.
"
"At that moment his aunt came into the room.
","അപ്പോഴാണ് അമ്മായി മുറിയിലേക്ക് വന്നത്.
"
"At that time only aunt and her daughter were living in the house.
","ഈസമയം ഫാത്തിമ്മയും മകളുമാത്രമാണ് വീട്ടിലുണ്ടായിരുന്നത്.
"
"At that time their uncle and aunt took care of them.
","ആ സമയത്ത് അവരുടെ അമ്മാവനും അമ്മായിയും അവർക്ക് തുണയായെത്തുകയും ചെയ്തു.
"
"Being able to talk to my aunts about what I'm going thought with my mom.
","അമ്മമാരോട് പറയാമോ എന്നൊക്കെ നമ്മൾ ആലോചിക്കുന്ന കാര്യങ്ങൾ വരെ എനിക്ക് അമ്മയോട് ധൈര്യമായി സംസാരിക്കാം.
"
"Believe it or not, Carlos Vinicius has been loyal to his family (including his uncles and aunts) even before he became famous.
","വിശ്വസിച്ചാലും ഇല്ലെങ്കിലും, കാർലോസ് വിനീഷ്യസ് പ്രശസ്തനാകുന്നതിന് മുമ്പുതന്നെ അദ്ദേഹത്തിന്റെ കുടുംബത്തോട് (അമ്മാവന്മാരും അമ്മായിമാരും ഉൾപ്പെടെ) വിശ്വസ്തനായിരുന്നു.
"
"Both of these aunts did not do that.
","കീഴ്പ്പടം ഇതു രണ്ടുമല്ല ചെയ്തിരുന്നത്.
"
"But I've never been able to convince my aunt that it's a complete story.
","പക്ഷേ അതൊരു പൂർണ്ണമായ കഥയാണെന്ന് എനിക്കെന്റെ അമ്മായിയെ വിശ്വസിപ്പിക്കാൻ കഴിഞ്ഞില്ല.
"
"But she could not explain this to her aunt.
","പക്ഷേ, അത് മകനെ പറഞ്ഞു മനസിലാക്കാൻ അമ്മൂമ്മയ്ക്ക് കഴിഞ്ഞില്ല.
"
"But that's my aunt.
","എന്നാൽ ഈ എന്റെ അമ്മായി കാര്യമാണ്.
"
"But the aunt feels that a woman cannot possibly describe to a man how to do it, as that is so inappropriate, so instead she calls her younger brother (my father-in-law).
","എന്നാൽ അമ്മായി ഒരു സ്ത്രീ സാധ്യതയുണ്ട് ലൈംഗിക എങ്ങനെ ഒരു മനുഷ്യന്നു പോരാ തോന്നുകയാണെങ്കിൽ, അങ്ങനെ അനുചിതമെന്ന്, അങ്ങനെ പകരം, അവൾ ഇളയ സഹോദരൻ വിളിക്കുന്നു (എന്റെ അമ്മായിഅച്ഛന്).
"
"But try to take into account the fact that if for parents and grandparents this is the norm, then aunts and uncles should be more objective.
","എന്നാൽ അക്കൌണ്ടിലേക്ക് മാതാപിതാക്കളും മുത്തശ്ശനും ഇന്നൊരു എങ്കിൽ പിതൃസഹോദരിമാർ ആൻഡ് വീടുകളിൽ കൂടുതൽ ലക്ഷ്യം ആയിരിക്കണം വസ്തുത ശ്രമിക്കുക.
"
"C is Q's sister and the daughter of P. P is the maternal aunt of D. How is P related to B?
","P എന്നത് Q ന്റെ മകനാണ്, R എന്നത് Q ന്റെ പിതാവാണ്, S എന്നത് Q ന്റെ മകളാണ് എങ്കിൽ P ഉം S ഉം തമ്മിലുള്ള ബന്ധമെന്ത് ?
"
"Cantona has uncles and aunts who are yet to be identified, neither are his nieces, nephews, and cousins known at the time of writing.
","കന്റോണയ്ക്ക് അമ്മാവന്മാരും അമ്മായിമാരും ഇതുവരെ തിരിച്ചറിഞ്ഞിട്ടില്ല, അദ്ദേഹത്തിന്റെ മരുമക്കളും മരുമക്കളും കസിൻസും എഴുതുന്ന സമയത്ത് അറിയപ്പെടുന്നില്ല.
"
"Cantona has uncles and aunts who are yet to identified, neither are his nieces, nephews and cousins known at the time of writing.
","കന്റോണയ്ക്ക് അമ്മാവന്മാരും അമ്മായിമാരും ഇതുവരെ തിരിച്ചറിഞ്ഞിട്ടില്ല, അദ്ദേഹത്തിന്റെ മരുമക്കളും മരുമക്കളും കസിൻസും എഴുതുന്ന സമയത്ത് അറിയപ്പെടുന്നില്ല.
"
"Cousins, aunts and uncles, everybody.
","പിന്നമ്മമാർ, അമ്മാവന്മാർ, സകലരുമുണ്ട്.
"
"Cousins, aunts, uncles all of them.
","പിന്നമ്മമാർ, അമ്മാവന്മാർ, സകലരുമുണ്ട്.
"
"Deepa is expected to make an announcement on February 24, the birth anniversary of her aunt.
","അമ്മയുടെ ജന്മദിനമായ ഫെബ്രുവരി 24ന് അതൊക്കെ പ്രഖ്യാപിക്കുമെന്നും ദീപ പറഞ്ഞു.
"
"Deepa said she would announce her decision on her aunt's birth anniversary, on February 24.
","അമ്മയുടെ ജന്മദിനമായ ഫെബ്രുവരി 24ന് അതൊക്കെ പ്രഖ്യാപിക്കുമെന്നും ദീപ പറഞ്ഞു.
"
"Do you live with your mother and aunt?
","അമ്മയും അമ്മായിയമ്മയും ഒപ്പമാണോ താമസം?
"
"Don't mention the aunt.
","അമ്മായിയമ്മയുടെ കാര്യം പറയുകയേ വേണ്ട.
"
"Don't say anything to your aunt.
","ആന്റി അമ്മയോട് ഒന്നും പറയല്ലേ.
"
"Don't tell that to my aunt.
","ഇത് ആന്റിയോട് പറയരുത്.
"
"Even though his uncles and aunts have not come out to identify with him on social media, their best wishes have always been with him.
","സോഷ്യൽ മീഡിയയിൽ അദ്ദേഹവുമായി തിരിച്ചറിയാൻ അമ്മാവന്മാരും അമ്മായിമാരും വന്നിട്ടില്ലെങ്കിലും, അവരുടെ ആശംസകൾ എല്ലായ്പ്പോഴും അദ്ദേഹത്തോടൊപ്പമുണ്ട്.
"
"Finally, he found his mother and one of Layla's aunts.
","അവസാനം അമ്മയേയും ലൈലയുടെ ഒരു അമ്മായിയേും അവൻ കണ്ടുപിടിച്ചു.
"
"Finally, he found his mother and one of Leila's aunts.
","അവസാനം അമ്മയേയും ലൈലയുടെ ഒരു അമ്മായിയേും അവൻ കണ്ടുപിടിച്ചു.
"
"First I would talk to your aunt.
","ആദ്യം എൻറെ അമ്മായിയെ കുറിച്ച് പറയാം.
"
"First let me tell you about my aunt.
","ആദ്യം എൻറെ അമ്മായിയെ കുറിച്ച് പറയാം.
"
"For four years I stayed with my uncle and aunt when in school.
","സ്കൂളിൽ പഠിച്ചിരുന്ന കാലത്ത് നാലു വർഷം അങ്കിളിനും ആൻറിക്കുമൊപ്പമായിരുന്നു എൻറെ താമസം.
"
"Forget what you've learned about writing a press release or a brochure and think of how you would write a letter to another person, like your aunt or next door neighbor.
","പത്രമാധ്യമങ്ങളോ ലഘുപത്രികയോ എഴുതുന്നതിനെക്കുറിച്ച് നിങ്ങൾ പഠിച്ച കാര്യങ്ങൾ മറക്കുക, നിങ്ങളുടെ അമ്മായിയോ അടുത്ത അയൽക്കാരനോ പോലുള്ള മറ്റൊരു വ്യക്തിക്ക് നിങ്ങൾ ഒരു കത്ത് എങ്ങനെ എഴുതും എന്നതിനെക്കുറിച്ച് ചിന്തിക്കുക.
"
"Fourth accused Riyas and Neenu's maternal aunt came home on May 26.
","26ന് നാലാം പ്രതി റിയാസും നീനുവിന്റെ മാതൃസഹോദരിയും വീട്ടിൽ വന്നു.
"
"From a link in John 19:25, Salome may have been Mary the mother of Jesus' sister, therefore making Salome Jesus' aunt.
","ഇനി ഈ വാക്യത്തെ യോഹ 19:25-മായി താരതമ്യം ചെയ്യുമ്പോൾ, ശലോമ യേശുവിന്റെ അമ്മയായ മറിയയുടെ സ്വന്തം സഹോദരിയായിരിക്കാം എന്നൊരു സൂചനയും കിട്ടുന്നു.
"
"Get out, 1920 aunts and uncles.
","1920ലെ അമ്മാവന്മാരും അമ്മായിമാരും പുറത്തു പോകൂ.
"
"Grandparents, aunts, uncles, and friends certainly mean well, but they might not understand why you're choosy about which games your kids can play.
","മുത്തശ്ശിയും മാതാപിതാക്കളും അമ്മാവന്മാരും സുഹൃത്തുക്കളും തീർച്ചയായും നല്ലത്, പക്ഷേ നിങ്ങളുടെ കുട്ടികൾ കളിക്കുന്ന ഗെയിമുകൾ എന്തുകൊണ്ടാണ് നിങ്ങൾ തിരഞ്ഞെടുക്കുന്നത് എന്ന് അവർ മനസ്സിലാക്കുന്നില്ല.
"
"Harry looked at his aunt.
","ഹരി അമ്മായിയെ തന്നെ നോക്കി.
"
"Have you seen my aunt
","എന്റെ അമ്മായിയമ്മയെ നിങ്ങൾ കണ്ടിട്ടുണ്ടോ?
"
"Have you seen my aunt?
","എന്റെ അമ്മായിയമ്മയെ നിങ്ങൾ കണ്ടിട്ടുണ്ടോ?
"
"He asked his aunt.
","അയാൾ അമ്മായിയോട് ചോദിച്ചു.
"
"He doesn't like his aunt.
","ആന്റിയെ അവൾക്കു ഇഷ്ടമില്ല.
"
