eng_Latn,mal_Mlym
"""Saint Anne (also known as Ann or Anna or Anne, from Hebrew Hannah חַנָּה, meaning """"favor"""" or """"grace"""") of David's house and line, was the mother of the Virgin Mary and grandmother of Jesus Christ, according to Christian and Islamic tradition.""
","""വിശുദ്ധ അന്ന (ആൻ, ഹന്ന, from Hebrew Hannah חַנָּה, meaning """"favor"""" or """"grace"""") ക്രിസ്തീയ ഇസ്ലാമിക വിശ്വാസങ്ങൾ പ്രകാരം കന്യാമറിയത്തിന്റെ അമ്മയും യേശുവിന്റെ മാതാമഹിയും ആണ്.""
"
"""She said her family, including a sick grandmother, was in dire need of money and that they hadn't even been able to pay rent.""""""
","രോഗിയായ മുത്തശ്ശി ഉൾപ്പെട്ട കുടുംബം കടുത്ത ദാരിദ്ര്യത്തിലാണ് കഴിയുന്നത് വാടക നൽകാൻ പോലും പണമില്ലെന്ന് അവൾ പറഞ്ഞു.
"
"""She said: """"I mean Louise had no concept really that the Queen and her grandmother were one and the same person.""
","""അവൾ പറഞ്ഞു, """"രാജ്ഞിയും മുത്തശ്ശിയും ഒരേ വ്യക്തിയാണെന്ന് ലൂയിസിന് അറിയില്ലായിരുന്നു.""
"
"""She said: """"Louise had no concept, really, that the Queen and her grandmother were one and the same person.""
","""അവൾ പറഞ്ഞു, """"രാജ്ഞിയും മുത്തശ്ശിയും ഒരേ വ്യക്തിയാണെന്ന് ലൂയിസിന് അറിയില്ലായിരുന്നു.""
"
"""She will become a grandmother.""""""
","""അമ്മയൊരു മുത്തശ്ശിയാവാൻ പോകുന്നു .""""""
"
"""She's going to be a grandmother.""""""
","""അമ്മയൊരു മുത്തശ്ശിയാവാൻ പോകുന്നു .""""""
"
"""That's from my grandmother, too.""""""
","""അതും എന്റെ മുത്തച്ചന്റേതടക്കമുളളവരുടെ.""""""
"
"""The Countess said: """"Louise had no concept, really, that the Queen and her grandmother were one and the same person.""
","""അവൾ പറഞ്ഞു, """"രാജ്ഞിയും മുത്തശ്ശിയും ഒരേ വ്യക്തിയാണെന്ന് ലൂയിസിന് അറിയില്ലായിരുന്നു.""
"
"""The grandmother doesn't know.""""""
","""ഈ മുത്തശിക്ക് ഒന്നും അറിയില്ല """"""
"
"""The grandmother replies, """"This means the beginning and the end.""
","""മുത്തശ്ശി മറുപടി പറഞ്ഞു, """"ഇത് ആരംഭവും അവസാനവും എന്നാണ്.""
"
"""The term """"babushka"""" literally means grandmother or old woman in Russian.""
","ബാബുഷ്ക എന്നാൽ റഷ്യൻ ഭാഷയിൽ മുത്തശ്ശി അഥവാ പ്രായമായ സ്ത്രീ എന്നാണത്രെ അർഥം.
"
"""What about your mother or grandmother?""""""
","""""""അപ്പോൾ, നിങ്ങളുടെ അമ്മയെയോ മുത്തശ്ശിയെയോ?""
"
"""When her grandmother told her, """"a boy is worth 15 girls at least . . .""
","'ഒരു ആൺകുട്ടിക്ക് 15 പെൺകുട്ടികളുടെയെങ്കിലും വിലയുണ്ട്' എന്ന് ഒരിക്കൽ മുത്തശ്ശി പറഞ്ഞപ്പോൾ അവൾ അതിനെതിരെ കയർത്തു.
"
"""Whenever I see my grandmother or my family, they say: 'You look so much like her',"""" she said.""
","ഞാൻ എന്റെ മുത്തശ്ശിയെയോ കുടുംബത്തെയോ കാണുമ്പോഴെല്ലാം അവർ പറയുംഃ 'നിങ്ങൾ അവളെപ്പോലെയാണ്.
"
"""Whenever I see my grandmother or my family, they say: 'You look so much like her.'""""""
","ഞാൻ എന്റെ മുത്തശ്ശിയെയോ കുടുംബത്തെയോ കാണുമ്പോഴെല്ലാം അവർ പറയുംഃ 'നിങ്ങൾ അവളെപ്പോലെയാണ്.
"
"""Your grandmother will tell you everything.""""""
","""മുത്തശ്ശൻ എല്ലാം വഴിയേ പറഞ്ഞു തരാം""""""
"
"""and a grandmother.""""""
",""" . അമ്മ പിന്നെ ഒരു മുത്തശ്ശി """"""
"
"""call my grandmother.""""""
","""നീ മുത്തശ്ശിയെ വിളിച്ചോളൂ""""""
"
"""call your grandmother.""""""
","""നീ മുത്തശ്ശിയെ വിളിച്ചോളൂ""""""
"
"""mother and a grandmother.""""""
",""" . അമ്മ പിന്നെ ഒരു മുത്തശ്ശി """"""
"
"""my grandmother's prophesy fulfilled. """"""
",""" . """"മുത്തശ്ശിയുടെ പ്രവചനം ഫലിച്ചു .""
"
"""she becomes a grandmother.""""""
","""അമ്മയൊരു മുത്തശ്ശിയാവാൻ പോകുന്നു .""""""
"
"(- the grandmother's kitchen)
","(കടപ്പാട്ഃ അമ്മച്ചിയുടെ അടുക്കള)
"
"(His grandmother's house).
","(മുത്തച്ഛന്റെ വീട്.
"
"(I remember my grandmother's did.)
","(എന്റെ മുത്തശ്ശിയെ ഞാനും ഓർത്തു. . .
"
"(It was my grandmother.)
","(അതെന്റെ കൊച്ചുമുത്തശ്ശനായിരുന്നു)
"
"(My grandmother).
","(എന്റെ മുത്തപ്പാ)
"
"(She reminded me of my grandmother.)
","(എന്റെ മുത്തശ്ശിയെ ഞാനും ഓർത്തു. . .
"
"(The other grandmother...)
","(ന്നാലുമെൻറെ മമ്മൂക്കാ. . . .)
"
"(The same is of course true for your father, his mother, and his grandmother.)
","(ഇത് ചിലപ്പോൾ താങ്കൾ, താങ്കളുടെ പിതാവ്, മുത്തച്ഛൻ എന്നിവരുടെ കാര്യത്തിൽ ശരിയാവും)
"
"(This was my grandmother)
","(അതെന്റെ കൊച്ചുമുത്തശ്ശനായിരുന്നു)
"
"(c) The grandmother.
","C) മുത്തശ്ശി
"
"(my grandmother).
","(എന്റെ മുത്തപ്പാ)
"
"(to grandmother's house)
","(മുത്തച്ഛന്റെ മുറിയിൽ)
"
"- I went to my grandmother.
",""""""" ഞാൻ മുത്തശ്ശിയുടെ അടുത്ത് പോയി .""
"
"- grandmother, Catherine, died in June 2015.
","അവരുടെ അമ്മ വഴിയുള്ള മുത്തശ്ശി കാതറിൻ ജൂൺ 2015-ൽ അന്തരിച്ചിരുന്നു.
"
"102-year-old grandmother became the oldest skydiver in the world
","പ്രായം 102, ലോകത്തിലെ ഏറ്റവും പ്രായം കൂടിയ സ്കൈ ഡൈവർ റെക്കോർഡ് സ്വന്തമാക്കി മുത്തശ്ശി
"
"11 year old boy kicked his grandmother.
","11കാരനായ കൊച്ചുമകൻ മുത്തശിയെ വെടിവച്ചുകൊലപ്പെടുത്തി
"
"11-year-old boy saves sick grandmother, drives her to the hospital (Video)
","മുത്തശ്ശിയുടെ ജീവൻ രക്ഷിക്കാൻ 11 വയസുകാരൻ ബെൻസ് ഓടിച്ച് ആശുപത്രിയിലേയ്ക്ക്; വിഡിയോ
"
"17-year-old boy killed his grandmother
","19 കാരനായ കൊച്ചുമകൻ മുത്തശ്ശിയെ തലയ്ക്കടിച്ചു കൊന്നു
"
"6 million years ago, the last common grandmother of both humans and chimpanzees died.
","6 മില്യൺ (മില്യൺ= ദശലക്ഷം) വർഷങ്ങൾക്കുമുമ്പാണത്രെ ചിമ്പാൻസികളുടേയും മനുഷ്യരുടേയും അവസാനത്തെ പൊതുമുത്തശ്ശിയുടെ കാലം.
"
"61-year-old grandmother carries a baby for her son and his
","സ്വവർഗാനുരാഗിയായ മകനും പങ്കാളിക്കും വേണ്ടി കുഞ്ഞിനെ പ്രസവിച്ച് 61 കാരിയായ അമ്മ
"
"61-year-old grandmother carries a baby for her son and his husband
","സ്വവർഗാനുരാഗിയായ മകനും ഭർത്താവിനും വേണ്ടി കുഞ്ഞിനെ പ്രസവിച്ച് 61 കാരിയായ അമ്മ
"
"89-year-old grandmother were in the house at the time.
","89 വയസ്സുള്ള അമ്മ പെണ്ണമ്മ മാത്രമാണ് ആ സമയം വീട്ടിലുണ്ടായിരുന്നത്.
"
"A 60 year old grandmother
","60 വയസ്സായ മുത്തശ്ശിയും
"
"A German aristocrat, as the son of Prince Louis of Battenberg and Princess Victoria of Hesse, he also shared close links with the British royal family (his great grandmother was Queen Victoria and he himself was uncle to Prince Philip).
","ബാറ്റൻബർഗിലെ ലൂയിസ് രാജകുമാരന്റെയും ഹെസേയിലെ വിക്ടോറിയ രാജ്ഞിയുടെയും പുത്രനായി ഒരു അഭിജാത ജർമ്മൻ കുടുംബത്തിൽ പിറന്ന അദ്ദേഹം, ബ്രിട്ടീഷ് രാജകുടുംബവുമായി അടുത്ത ബന്ധം പുലർത്തിയിരുന്നു (വിക്ടോറിയ രാജ്ഞി അദ്ദേഹത്തിന്റെ മുതുമുത്തശ്ശിയും ഫിലിപ്പ് രാജകുമാരൻ അദ്ദേഹത്തിന്റെ മരുമകനുമായിരുന്നു).
"
"A boy was playing on the knee of his grandmother.
","മുത്തച്ചന്റെ മടിയിൽ കളിച്ചു കൊണ്ടിരിക്കുകയായിരുന്നു കുട്ടി.
"
"A boy was watching his grandmother to write a letter.
","ഒരു കുട്ടി, അവന്റെ മുത്തശ്ശി കത്തെഴുതുന്നത് നോക്കിയിരിക്കുകയായിരുന്നു.
"
"A boy was watching his grandmother write a letter.
","ഒരു കുട്ടി, അവന്റെ മുത്തശ്ശി കത്തെഴുതുന്നത് നോക്കിയിരിക്കുകയായിരുന്നു.
"
"A boy was watching his grandmother writes a letter.
","ഒരു കുട്ടി, അവന്റെ മുത്തശ്ശി കത്തെഴുതുന്നത് നോക്കിയിരിക്കുകയായിരുന്നു.
"
"A boy was watching his grandmother writing a letter.
","ഒരു കുട്ടി, അവന്റെ മുത്തശ്ശി കത്തെഴുതുന്നത് നോക്കിയിരിക്കുകയായിരുന്നു.
"
"A granddaughter is talking with her grandmother.
","മുത്തശ്ശിയോട്, കൊണ്ടുപോകുന്ന യുവതി സംസാരിച്ചിരിക്കുകയാണ്.
"
