eng_Latn,mal_Mlym
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" his family said on Facebook.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" his family wrote on Facebook.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" read the family statement.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" said Powell's family statement.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" said a statement from Powell's family.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" said the family statement issued Oct. 18 on his Twitter page.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the Facebook post stated.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the Powell family said in a statement announcing his death.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the Powell family said in a statement on Facebook.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the Powell family wrote in a statement.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement issued this morning, announcing his death.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement on Facebook""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement posted to Facebook.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement posted to social media on Monday (Oct 18).""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement posted to social media on Monday, AFP reports.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement posted to social media on Monday.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement posted to social media on Monday...""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement posted to social media today.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement posted to social media yesterday.""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
"""""""We have lost a remarkable and loving husband, father, grandfather and a great American,"""" the family said in a statement. - Agencies""
","""""""ശ്രദ്ധേയവും സ്നേഹമുള്ളതുമായ ഭർത്താവ്, അച്ഛൻ, മുത്തച്ഛൻ, ഒരു മികച്ച അമേരിക്കക്കാരൻ, ഞങ്ങൾക്ക് നഷ്ടപ്പെട്ടു,"""" കുടുംബം സോഷ്യൽ മീഡിയയിൽ പോസ്റ്റ് ചെയ്ത പ്രസ്താവനയിൽ പറഞ്ഞു.""
"
