eng_Latn,kan_Knda
"Akhilesh's supporters allege that Amar Singh is helping his uncle Shivpal Yadav plot his removal so that he can be chief minister of UP.
","ಶಿವಪಾಲ್ ಯಾದವ್‌ಗೆ ಮುಖ್ಯಮಂತ್ರಿಯಾಗಿಸಲು ಅಮರ್ ಸಿಂಗ್ ಬೆಂಬಲ ನೀಡುತ್ತಿದ್ದಾರೆ ಎಂದು ಅಖಿಲೇಶ್ ಬೆಂಬಲಿಗರು ಆರೋಪಿಸಿದ್ದಾರೆ.
"
"He was born in his maternal uncle’s house.
","ಆವನು ಮಾತಾಮಹನ ಮನೆಯಲ್ಲಿಯೇ ಬೆಳೆದನು.
"
"But it had been his uncle.
","ಆದರೆ ಅದು ಅವನ ಅಣ್ಣತಮ್ಮಂದಿರ ಪಾಲಾಗಿಹೋಯ್ತು.
"
"A few weeks ago my uncle passed away.
","ಅಜ್ಜ ಕೆಲವಾರಗಳ ಹಿಂದೆ ನಿಧನರಾದರು.
"
"BJP president Amit Shah demanded resignation of Cabinet minister and the Chief Minister's uncle Shivpal Yadav.
","ಹೀಗಾಗಿ ಮುಖ್ಯಮಂತ್ರಿ ಯಡಿಯೂರಪ್ಪ ಹಾಗೂ ಗೃಹ ಸಚಿವ ಅಮಿತ್ ಶಾ ತಮ್ಮ ಸ್ಥಾನಕ್ಕೆ ರಾಜೀನಾಮೆ ನೀಡಬೇಕೆಂದು ಆಗ್ರಹಿಸಿದ್ದರು.
"
"Cousins, great aunts and uncles, neighbors and friends.
","ಪ್ರೀತಿ ತೋರಿ ಮುದ್ದಿಸಿದ್ದು ಅಜ್ಜಿ, ಕಾಕಂದಿರು ಚಿಕ್ಕಮ್ಮಂದಿರು, ತಮ್ಮಂದಿರು ಮತ್ತು ಸ್ನೇಹಿತರು.
"
"A few days later, his uncle had to leave.
","ಅದಾದ ಕೆಲ ದಿನಗಳ ನಂತರ ಅಜ್ಜಂಪುರ ತೊರೆದಿದ್ದರು.
"
"""What happened uncle?
","""ಏನಾಯ್ತು ಅಣ್ಣೋರೇ ?
"
"I was looking at uncle.
","ಅಣ್ಣನ ಕಡೆಗೆ ನೋಡಿದೆ.
"
"Alia is the daughter of filmmaker Mahesh Bhatt and Mukesh Bhatt is her uncle.
","ಆಲಿಯಾ ಭಟ್ ಚಿತ್ರನಿರ್ಮಾಪಕ ಮಹೇಶ್ ಭಟ್ ಮಗಳು.
"
"18-year-old girl raped, set ablaze by uncle
","ಹೆತ್ತಪ್ಪನಿಂದಲೇ 18 ವರ್ಷದ ಯುವತಿ ಮೇಲೆ ಅತ್ಯಾಚಾರ, ಆರೋಪಿ ಬಂಧನ
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","ಈ ಸಂಬಂಧ ಪೋಲೀಸರು ಅವರ ಮೊಮ್ಮಗ ಸೇರಿ ಮೂವರನ್ನು ವಶಕ್ಕೆ ಪಡೆದಿದ್ದಾರೆ.
"
"“My uncle is not at home.
","“ನಮ್ಮ ಚಿಕ್ಕಮ್ಮ ಮನೆಯಲ್ಲಿ ಇಲ್ಲ.
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","ಮಾನಸಿಕ ಹಾಗೂ ದೈಹಿಕ ಹಿಂಸೆ ನಡೆಸಿ ಬಾಲಕಿ ಕೊಲೆ ಮಾಡಿದ ಆರೋಪದ ಮೇಲೆ ಮಲ ತಂದೆ ಜೊತೆ ಆತನ ಸಹೋದರಿಯನ್ನು ಪೊಲೀಸರು ಬಂಧಿಸಿದ್ದಾರೆ.
"
"According to probe agencies, Choksi and his uncle Nirav Modi are the masterminds of the PNB fraud.
","ಚೋಕ್ಸಿ ಮತ್ತು ಅವರ ಜತೆಗಾರ ನೀರವ್‌ ಮೋದಿ ಅವರು ಪಿಎನ್‌ಬಿ ವಂಚನೆ ಹಗರಣದ ಪ್ರಮುಖ ಆರೋಪಿಗಳಾಗಿದ್ದಾರೆ.
"
"Her father, grandfather, uncle and maternal uncle.
","ತನ್ನ ಅಪ್ಪ, ಅಜ್ಜ, ಅಜ್ಜನ ಅಜ್ಜ, ಮತ್ತವರ ಅಜ್ಜಂದಿರೂ ಮಲಗಿದ್ದರು.
"
"He received his musical grooming from his father Ustad Azeem Khan and uncle Ustad Ismail Khan, both of whom were traditional Dhrupad singers.
","ಇವರು ತಮ್ಮ ತಂದೆ ಮತ್ತು ಪ್ರಸಿದ್ಧ ಸರೋದ್ ವಾದಕರಾಗಿದ್ದ ಉಸ್ತಾದ್ ಹಫೀಜ್ ಅಲಿ ಖಾನ್ ಅವರಿಂದ 'ಸರೋದ್ ವಾದನದ ಶಿಕ್ಷಣ'ವನ್ನು ಪಡೆದರು.
"
"Diamond merchants Nirav Modi and his uncle Mehul Choksi have been alleged as the masterminds of this swindling, identified as one of the biggest case of bank loan fraud in the country.
","ವಂಚನೆ ಎಸಗಿರುವ ಆರೋಪ ಎದುರಿಸುತ್ತಿರುವ ನೀರವ್‌ ಮೋದಿ ಒಬ್ಬ ವಜ್ರದ ವ್ಯಾಪಾರಿಯಾಗಿದ್ದು, ಆತನ ಸಹೋದರ ಸಂಬಂಧಿ ಮೇಹುಲ್‌ ಚೋಕ್ಸಿಯೊಂದಿಗೆ ಭಾರತದ ಮೋಸ್ಟ್‌ ವಾಂಟೆಡ್‌ ಅಪರಾಧಿಗಳಲ್ಲಿ ಒಬ್ಬನಾಗಿದ್ದಾನೆ.
"
"Brothers, uncles and cousins, too.
","ಸಹ ಪೋಷಕರು, ಸಹೋದರರು ಮತ್ತು ಸಹೋದರಿಯರು.
"
"A parent, sibling, child, aunt, uncle, niece, nephew, grandparent, or grandchild are all considered close relatives.
","‘ಪೋಷಕರ ಅಥವಾ ಹಿರಿಯ ನಾಗರಿಕರ ಮಗ, ಮಗಳು, ದತ್ತುಪುತ್ರ ದತ್ತು ಪುತ್ರಿ, ಅಳಿಯ, ಸೋದರ ಸೊಸೆ, ಮೊಮ್ಮಗ, ಮೊಮ್ಮಗಳನ್ನು ಸಹ ಹಿರಿಯ ನಾಗರಿಕರ ಮಕ್ಕಳೆಂದೇ ಭಾವಿಸಲಾಗುತ್ತದೆ.
"
"A nephew killing his uncle.
","ಅಜ್ಜನನ್ನೇ ಕೊಲೆ ಮಾಡಿದ ಮೊಮ್ಮಗ.
"
"The CBI has registered a fresh FIR against the Gitanjali Group promoted by Mehul Choksi, uncle of billionaire jeweller Nirav Modi, following a complaint from Punjab National Bank, and also approached the Interpol to locate them.
","ಹೊಸದಿಲ್ಲಿ: ಪಂಜಾಬ್‌ ನ್ಯಾಷನಲ್‌ ಬ್ಯಾಂಕ್‌(ಪಿಎನ್‌ಬಿ)ನ ದೂರಿನ ಅನ್ವಯ ಕೋಟ್ಯಧೀಶ ಚಿನ್ನದ ಆಭರಣಗಳ ವ್ಯಾಪಾರಿ ನೀರವ್‌ ಮೋದಿಯ ಸಂಬಂಧಿಯೂ ಆದ ಬಿಸ್ನೆಸ್‌ ಪಾಟ್ರ್ನರ್‌ ಮೆಹುಲ್‌ ಚೋಕ್ಸಿ ಒಡೆತನದ ‘ಗೀತಾಂಜಲಿ ಗ್ರೂಪ್‌’ ವಿರುದ್ಧ ಕೇಂದ್ರೀಯ ತನಿಖಾ ದಳ (ಸಿಬಿಐ) ಹೊಸ ಎಫ್‌ಐಆರ್‌ ದಾಖಲಿಸಿಕೊಂಡಿದೆ.
"
"As per the investigating agencies, Nirav Modi and his uncle Mehul Choksi, in connivance with certain bank officials, allegedly cheated the Punjab National Bank (PNB) to the tune of Rs 14,000 crore through issuance of fraudulent Letters of Undertaking (LoUs).
","ಇಡಿಯ ಪ್ರಕಾರ ನೀರವ್ ಮೋದಿ ಮತ್ತು ಮೆಹುಲ್ ಚೋಕ್ಸಿ ಅವರೊಂದಿಗೆ 14,000 ಕೋಟಿ ರುಪಾಯಿಗಳ ವಂಚನೆ ಹಗರಣದಲ್ಲಿ ಪಂಜಾಬ್ ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕಿನ ಅಧಿಕಾರಿಗಳ ಸಹಭಾಗಿತ್ವ ಕೂಡಾ ಇತ್ತು ಎಂದು ವಂಚನೆ ಪತ್ರಗಳಲ್ಲಿ ಆರೋಪಿಸಲಾಗಿದೆ.
"
"Also seen were Soha Ali Khan with husband Kunal Kemmu and uncle Shashi Kapoor's son, Kunal Kapoor with his son.
","ಇದರಲ್ಲಿ ಚಿಕ್ಕಮ್ಮ ಸೋಹಾ ಅಲಿ ಖಾನ್, ಅವರ ಪತಿ ಕುನಾಲ್ ಕೆಮ್ಮು ಮತ್ತು ಅವರ ಮಗಳು ಇನಾಯಾ ನೌಮಿ ಕೆಮ್ಮು ಕೂಡ ಸೇರಿಕೊಂಡರು.
"
"A relative includes children, parents, stepchildren, siblings, aunts, uncles, cousins, and in-laws of the participant.
","ಕುಟುಂಬ ಸದಸ್ಯರು ಅಂದರೆ ಅಜ್ಜಿ, ತಾತ, ತಂದೆ, ತಾಯಿ, ಸಂಗಾತಿ, ಸಹೋದರ, ಸಹೋದರಿ, ಮಗ, ಮಗಳು ಇವರುಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
"
"She is the niece of veteran and accomplished actor Shabana Azmi and Baba Azmi and Tanvi Azmi is her uncle and aunt.
","ತಬು ಅವರು ಹಿರಿಯ ನಟಿ ಶಬಾನಾ ಅಜ್ಮಿ ಮತ್ತು ಬಾಬಾ ಅಜ್ಮಿ ಅವರ ಸೊಸೆ.
"
"""""""Actor Arjun Kapoor will soon be seen sharing screen space for the first time with his uncle Anil Kapoor.""
","ಅವರು ಇದೇ ಮೊದಲ ಬಾರಿಗೆ ನಟ ಅರ್ಜುನ್‌ ಕಪೂರ್‌ ಜತೆಗೆ ಬೆಳ್ಳಿತೆರೆ ಹಂಚಿಕೊಳ್ಳುತ್ತಿದ್ಧಾರೆ.
"
"Billionaire diamond merchant Nirav Modi, his wife Ami, brother Nishal, and uncle Mehul Choski were also named as accused in the FIR, officials said.
","ಇನ್ನು ಹಗರಣದಲ್ಲಿ ಉದ್ಯಮಿ ನೀರವ್ ಮೋದಿ, ಅವರ ಸಹೋದರ ನಿಶಾಲ್, ಸಂಬಂಧಿ ಮೆಹುಲ್ ಚೋಕ್ಸಿ ಮತ್ತು ಗೀತಾಂಜಲಿ ಗ್ರೂಪ್​ನ ಅಧಿಕಾರಿ ಸುಭಾಷ್ ಪರಬ್ ವಿರುದ್ಧವೂ ಆರೋಪಪಟ್ಟಿ ದಾಖಲಾಗಿದೆ.
"
"""Congress and BJP are party of uncles and nephews.
","‘ಬಿಜೆಪಿ, ಕಾಂಗ್ರೆಸ್‌ ಪಕ್ಷ­ಗಳು ಕಾರ್ಪೊ­ರೇಟ್‌ ಪರ ಒಲವು ಹೊಂದಿ­­ರುವ ಪಕ್ಷಗಳಾಗಿವೆ.
"
"There are uncles, aunts and in-laws of siblings.
","ಅಣ್ಣ ಇದ್ದಾನೆ, ತಮ್ಮಂದಿರಿದ್ದಾರೆ, ತಂಗಿಯರಿದ್ದಾರೆ.
"
"All my uncles and aunts were alive.
","ನನ್ನಜ್ಜ ಅಜ್ಜಿ ಎಲ್ಲರೂ ಹಾಗೆಯೇ ಬಾಳಿ ಬದುಕಿದ್ದರು.
"
"The incident came to light after the woman’s uncle went to the police.
","ಮಹಿಳೆಯ ಬಂಧು ಪೊಲೀಸರಿಗೆ ಮಾಹಿತಿ ನೀಡಿದ್ದರಿಂದ ಕೃತ್ಯ ಬೆಳಕಿಗೆ ಬಂದಿದೆ.
"
"Bangalore: Yenayithu uncle?
","ಬೆಂಗಳೂರು: ‘ಏನಂದ್ರಿ, ಸಾಣೆಗುರುವನಹಳ್ಳಿ ಕೆರೆನಾ?
"
"Dad, an uncle, and an aunt were all LE.
","ಅಪ್ಪ, ಅಜ್ಜಿ, ತಾತ ಎಲ್ರೂ ಅಳ್ತಾ ಇದ್ವಿ.
"
"Are you someones father? brother? uncle?
","ನಿಮಗೆ ಅಣ್ಣ, ತಮ್ಮ, ತಂಗಿ ಯಾರಾದ್ರೂ ಇದ್ರಾ?
"
"""My parents, my uncles, my cousins, my grandparents - they're all here!
","“ನನ್ನ ಅಜ್ಜ - ಅಜ್ಜಿ, ಅಪ್ಪ - ಅಮ್ಮ ಅಣ್ಣ-ತಮ್ಮ ಅಕ್ಕ- ತಂಗಿ ಎಲ್ಲರೂ ಇಲ್ಲಿಯೇ ಹುಟ್ಟಿ ಬೆಳೆದರು.
"
"She lives in Karkala with her uncle and aunt.
","ಇವರೀಗ ತಮ್ಮ ದೊಡ್ಡಪ್ಪ ಹಾಗೂ ದೊಡ್ಡಮ್ಮನೊಂದಿಗೆ ಕಾರ್ಕಳದಲ್ಲಿ ವಾಸವಾಗಿದ್ದಾರೆ.
"
"His father Rakesh Roshan, uncle Rajesh Roshan, ex-wife Sussanne Khan and kids - Hrehaan and Hredaan were present at the do along with their other relatives.
","ರಾಕೇಶ್‌ ರೋಶನ್‌ ಅವರು ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಗೆ ಹೋಗುವಾಗ ಅವರೊಂದಿಗೆ ಪತ್ನಿ, ಸಹೋದರ ರಾಜೇಶ್‌ ರೋಶನ್‌, ಪತ್ರ ಹೃತಿಕ್‌ ರೋಶನ್‌, ಪುತ್ರಿ ಸುನೈನಾ ಇದ್ದರು.
"
"Arjun, who is Boney Kapoor's son from his first wife Mona Shourie, said it was a nice moment to work in the film which also stars his uncle Sanjay Kapoor.
","ಅರ್ಜುನ್ ಚಲನಚಿತ್ರ ನಿರ್ಮಾಪಕ ಬೋನಿ ಕಪೂರ್ ಮತ್ತು ಅವರ ಮೊದಲ ಪತ್ನಿ ಮೋನಾ ಶೌರಿ ಅವರ ಮಗ.
"
"Minor girl alleges sexual harassment by uncle
","ಅಣ್ಣನ ಮೇಲೆ ಲೈಂಗಿಕ ಕಿರುಕುಳ ಆರೋಪ ಹೊರಿಸಿದ ಯುವತಿ: ತಾಯಿಯಿಂದ ಘೋರ ಕೃತ್ಯ
"
"As a son, a father, a brother, uncle and a friend.
","ಅಪ್ಪನಂತೆ, ಅಣ್ಣನಂತೆ, ತಮ್ಮನಂತೆ, ಗೆಳೆಯನಂತೆ.
"
"And a brother and three uncles.
","ಒಬ್ಬ ಸೋದರ ಹಾಗೂ ಮೂವರು ಸೋದರಿಯರಿದ್ದಾರೆ.
"
"“We were trained by our uncle and violinist R. K. Venkatrama Sastry and father, R. K. Narayanaswamy.
","ವೆಂಕಟರಾಮಾಶಾಸ್ತ್ರಿ ಮತ್ತು ತಂದೆ ವಿದ್ವಾನ್ ಆರ್. ಕೆ. ನಾರಾಯಣಸ್ವಾಮಿ ಅವರಿಂದ ಸಂಗೀತ ಕಲಿತರು.
"
"All of our futures – the grandparents, the aunties, the uncles and our friends.
","ಎಲ್ಲ ಕನ್ನಡಿಗರು ನಮ್ಮ ಬಂಧು ಮಿತ್ರರು, ಅಣ್ಣ ತಮ್ಮಂದಿರು, ಅಕ್ಕ ತಂಗಿಯಂದಿರು.
"
"Also survived by her many aunts, uncles, cousins, other family and friends.
","ಕುಟುಂಬದ ಇನ್ನಿತರ ಅಕ್ಕ, ಅಣ್ಣ ಹಾಗೂ ತಮ್ಮ ಮತ್ತು ಇನ್ನಿತರ ಬಂಧುಗಳಿಗೂ ತಮ್ಮ ವಾತ್ಸಲ್ಯವನ್ನು ಬೀರಿದವರು ಅವರು.
"
"Delhi: 10-year-old girl brutally beaten, raped by uncle
","""ನವದೆಹಲಿ : 10 ವರ್ಷದ ಬಾಲಕಿಯೊಬ್ಬಳ ಮೇಲೆ ಅತ್ಯಾಚಾರ ಎಸಗಿ ಹಲ್ಲೆ ಮಾಡಿ ರಸ್ತೆ ಬದಿ ಎಸೆದು ಹೋಗಿರುವ ಘಟನೆ ದೆಹಲಿ ನಡೆದಿದೆ.
"
"According to the police, the accused entered his uncle’s house for taking meal.
","ಪೊಲೀಸರು ನೀಡಿದ ಮಾಹಿತಿ ಪ್ರಕಾರ, ವೃದ್ದೆಯನ್ನು ತನ್ನ ಮನೆಗೆ ಊಟಕ್ಕೆ ಬರುವಂತೆ ಆರೋಪಿ ಕರೆಸಿಕೊಂಡಿದ್ದಾನೆ.
"
"Bach's father and uncles all were musicians.
","ಅವರ ಅಪ್ಪ, ಅಜ್ಜ ಎಲ್ಲರೂ ಸಂಗೀತ ಒಲಿಸಿಕೊಂಡವರೇ.
"
"She had come to her maternal uncle’s home.
","ಈತ ಚೌಕಿ ಮಯಿಲ್ ಪಾರದಲ್ಲಿರುವ ಅಜ್ಜಿ ಮನೆಗೆ ಬಂದಿದ್ದನು.
"
"And my uncle lives there, too.
","ಅಲ್ಲದೇ ಅಜ್ಜಿ ಕೂಡ ಅಲ್ಲಿಯೇ ವಾಸವಾಗಿದ್ದಾರೆ.
"
"Her father and uncles were reasonably good amateur football players.
","ಅವರ ತಾಯಿ ಹಾಗೂ ತಂದೆ ಇಬ್ಬರೂ ಒಳ್ಳೆಯ ಕ್ರೀಡಾಪಟುಗಳಾಗಿದ್ದರು.
"
"“Abe was like an uncle to me.
","“ಅಂಬರೀಶ್‌ ನನಗೆ ಅಣ್ಣನ ರೀತಿ ಇದ್ದರು.
"
"I worked for my uncle.
","ನಾ ಮೆತ್ತಗೆ ಕೆಲಸ ಮಾಡಿಕೊಂಡು ಹೋಯ್ತಿನಿ.
"
"Actor Nawazuddin Siddiqui’s niece has filed a sexual harassment case against a man she has identified as her uncle in her police complaint.
","ತಮಗೆ ಲೈಂಗಿಕ ಕಿರುಕುಳ ನೀಡಿದ್ದಾರೆ ಎಂದು ಆರೋಪಿಸಿ ಬಾಲಿವುಡ್ ನಟ ನವಾಜುದ್ದೀನ್ ಸಿದ್ದಿಕಿ ಅವರ ಸಹೋದರನ ವಿರುದ್ಧ ಅದರ ಸೋದರ ಸೊಸೆ ದೆಹಲಿ ಪೊಲೀಸ್ ಠಾಣೆಯಲ್ಲಿ ದೂರು ಸಲ್ಲಿಸಿದ್ದಾರೆ.
"
"It’s the same uncle.
","ಇದೇ ಸಜ್ಜಪ್ಪ.
"
"“Are you gonna talk to your uncle about it?”
","‘ನಿನಗೆ ನಿಮ್ಮ ಅಜ್ಜ ಅಜ್ಜಿ ಜೊತೆಯಲ್ಲಿ ಮಾತನಾಡಬೇಡವೇ?
"
"Basically in the family mother, father, grandfather, grandmother, uncle, aunty, brother, sister, daughter and son are the members of the family.
","ಕುಟುಂಬ ಸದಸ್ಯರು ಅಂದರೆ ಅಜ್ಜಿ, ತಾತ, ತಂದೆ, ತಾಯಿ, ಸಂಗಾತಿ, ಸಹೋದರ, ಸಹೋದರಿ, ಮಗ, ಮಗಳು ಇವರುಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
"
"It was his grand-father who inspired Viplav to don the army uniform, said his uncle.
","ಸೇನಾ ಸಮವಸ್ತ್ರ ಧರಿಸಲು ವಿಪ್ಲವ್‌ಗೆ ಪ್ರೇರಣೆ ನೀಡಿದವರು ಅವರ ಅಜ್ಜ ಮತ್ತು ತಂದೆ.
"
"According to The Express Tribune, Gul’s brother, Meraj was arrested along with two other men for protecting and sheltering the fast bowler’s uncle, Haji Daly, who is believed to be part of the banned Lashkar-e-Islam.
","ನಿಷೇಧಿತ ಸಂಘಟನೆಯಾದ ಲಷ್ಕರ್-ಎ-ಇಸ್ಲಾಂ ಸಂಘಟನೆಯ ಸದಸ್ಯ ಎಂದು ನಂಬಲಾಗಿರುವ ಹಾಜಿ ದಾಲಿ ಎಂಬಾತನಿಗೆ ಆಶ್ರಯ ನೀಡಿದ ಆರೋಪದಲ್ಲಿ ಗುಲ್ ಸಹೋದರ ಮೆರಜ್ ಹಾಗೂ ಮತ್ತಿಬ್ಬರನ್ನು ಬಂಧಿಸಲಾಗಿದೆ.
"
"Actor Emraan Hashmi and director Mohit Suri are her cousins while producer Mukesh Bhatt is her uncle.
","ಇಮ್ರಾನ್ ಹಶ್ಮಿ ನಿರ್ದೇಶಕ ಮತ್ತು ನಿರ್ಮಾಪಕ ಮಹೇಶ್ ಭಟ್‌ರ ಸೋದರಳಿಯ.
"
"Nirav Modi, along with his uncle Mehul Choksi, are accused in the Rs. 13,500 crore Punjab National Bank (PNB) fraud.
","ಅಳಿಯ ನೀರವ್​ ಮೋದಿ ಜೊತೆ ಸೇರಿ ಮೇಹುಲ್​ ಚೋಕ್ಸಿ ಪಂಜಾಬ್​​ ನ್ಯಾಷನಲ್​​​ ಬ್ಯಾಂಕ್​​ಗೆ 13,500 ಕೋಟಿ ರೂ ವಂಚಿಸಿದ್ದ.
"
"Are you an uncle, aunt or grandparent?
","ನಿಮಗೆ ಅಣ್ಣ, ತಮ್ಮ, ತಂಗಿ ಯಾರಾದ್ರೂ ಇದ್ರಾ?
"
"An aunt, an uncle and three nephews.
","ಅಮ್ಮ, ಅಕ್ಕ ಮೂವರು ಅಣ್ಣಂದಿರು.
"
"She stays in her uncle’s house.
","ಅವರ ಅಕ್ಕನ ಮನೆಯಲ್ಲಿ ಉಳಿದುಕೊಂಡಿದ್ದಾರೆ.
"
"Are they aunts or uncles?
","ಅವರಿಗೆ ಅಕ್ಕ ತಂಗಿ, ಅಮ್ಮ ಅಪ್ಪ ಇಲ್ವಾ?
"
"Police have arrested the girl’s father, mother and uncle.
","ಸ್ಥಳಕ್ಕೆ ಆಗಮಿಸಿದ ಪೊಲೀಸರು ಬಾಲಕಿಯಿಂದ ಹೇಳಿಕೆ ಪಡೆದು ತಂದೆ ಮತ್ತು ತಾಯಿಯನ್ನ ಬಂಧಿಸಿದ್ದಾರೆ.
"
"After her parents’ tragic death, she and her sisters are penniless and living with their elderly uncle.
","ಅವರ ಹಿರಿಯ ಸೋದರ ಹಾಗೂ ಸೋದರಿ ತಂದೆ ಹಾಗು ತಾಯಿಯ ನಿಧನದ ಬಳಿಕ ಸಾರ್ವಜನಿಕರಿಂದ ಅಂತರ ಕಾಯ್ದುಕೊಂಡು ಬದುಕುತ್ತಿದ್ದಾರೆ.
"
"The ED has filed two money laundering FIRs against Nirav Modi and his uncle and Gitanjali Gems promoter, Mehul Choksi, to probe the Punjab National Bank scam.
","ಇನ್ನು ಪಂಜಾಬ್ ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕ್ ಗೆ ವಂಚನೆ ಮಾಡಿದ ಪ್ರಕರಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ಉದ್ಯಮಿ ನೀರವ್ ಮೋದಿ ಮತ್ತು ಆತನ ಅಂಕಲ್ ಮೆಹುಲ್ ಚೋಕ್ಸಿ ವಿರುದ್ಧ ಭಾರತದಲ್ಲಿ ಇಡಿ, ಆದಾಯ ತೆರಿಗೆ ಅಧಿಕಾರಿಗಳು ಮತ್ತು ಸಿಬಿಐ ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡು ತನಿಖೆ ನಡೆಸುತ್ತಿದೆ.
"
"Surat: A 25-year-old woman has lodged a complaint against her uncle, accusing him of blackmailing her with a video of their intimate moments that he recorded during their brief relationship in Surat, Gujarat.
","ಸೂರತ್: ತಮ್ಮಿಬ್ಬರ ಖಾಸಗಿ ಕ್ಷಣಗಳ ದೃಶ್ಯವನ್ನು ಚಿತ್ರೀಕರಿಸಿ ಬ್ಲಾಕ್ ಮೇಲ್ ಮಾಡುತ್ತಿದ್ದಾನೆ ಎಂದು ಆರೋಪಿಸಿ 25 ವರ್ಷದ ಯುವತಿಯೋರ್ವಳು ವ್ಯಕ್ತಿಯೋರ್ವನ ವಿರುದ್ಧ ದೂರು ದಾಖಲಿಸಿದ್ದಾಳೆ.
"
"Delhi: Police arrest woman’s parents and uncle for allegedly stabbing her boyfriend to death
","ಹೊಸದಿಲ್ಲಿ: ಕಾಲೇಜು ವಿದ್ಯಾರ್ಥಿನಿಯೊಬ್ಬಳ ಹತ್ಯೆ ಪ್ರಕರಣದಲ್ಲಿ ಆಕೆಯ ಪ್ರಿಯತಮನನ್ನೇ ದಿಲ್ಲಿ ಪೊಲೀಸರು ಬಂಧಿಸಿದ್ದಾರೆ.
"
"Police say her brother and uncle were also involved.
","ಈ ಕೃತ್ಯದ ಹಿಂದೆ ತಾಯಿ ಹಾಗೂ ಸಹೋದರನ ಸಹಕಾರವೂ ಇತ್ತು ಎಂದು ಪೊಲೀಸರು ತಿಳಿಸಿದ್ದಾರೆ.
"
"All my cousins and aunts and uncles and everybody!
","ಅಲ್ಲಿ ಎಲ್ಲರೂ ಅಣ್ಣತಮ್ಮಂದಿರು, ಅಕ್ಕಂದಿರು, ಅಮ್ಮಂದಿರು!
"
"But he was much more than an uncle.
","ಆದರೆ ಅಜ್ಜಮ್ಮನಿಗಿಂತ ಅಮ್ಮಮ್ಮನ ಕರಾಮತ್ತು ಇನ್ನೂ ಹೆಚ್ಚಿಗೆ.
"
"I went to my uncles house.
","ನಾನು ಅಜ್ಜಿ ಮನೆಗೆ ಹೋಗಿದ್ದೆ.
"
"Nirav Modi and his uncle Mehul Choksi are the main accused in the scam.
","ವಂಚನೆ ಪ್ರಕರಣದ ಪ್ರಮುಖ ಆರೋಪಿಗಳಾದ ಚೋಕ್ಸಿ ಮತ್ತು ಅವರ ಸೋದರಳಿಯ ನೀರವ್‌ ಮೋದಿ ವಿದೇಶದಲ್ಲಿ ತಲೆಮರೆಸಿಕೊಂಡಿದ್ದಾರೆ.
"
"Anil Kapoor will play the role of Arjun's onscreen uncle Kartar Singh.
","ಚಿತ್ರದಲ್ಲಿ ನಟ ಅನಿಲ್ ಕಪೂರ್ ಆರ್ಕೆಸ್ಟ್ರಾ ಸಿಂಗರ್ ಪಾತ್ರದಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳುತ್ತಿದ್ದಾರೆ.
"
"Reports say his brother Meraj was arrested for allegedly providing shelter to his uncle Haji Daly, who is believed to be an active member of the banned outfit Lashkar-e-Islam.
","ನಿಷೇಧಿತ ಸಂಘಟನೆಯಾದ ಲಷ್ಕರ್-ಎ-ಇಸ್ಲಾಂ ಸಂಘಟನೆಯ ಸದಸ್ಯ ಎಂದು ನಂಬಲಾಗಿರುವ ಹಾಜಿ ದಾಲಿ ಎಂಬಾತನಿಗೆ ಆಶ್ರಯ ನೀಡಿದ ಆರೋಪದಲ್ಲಿ ಗುಲ್ ಸಹೋದರ ಮೆರಜ್ ಹಾಗೂ ಮತ್ತಿಬ್ಬರನ್ನು ಬಂಧಿಸಲಾಗಿದೆ.
"
"Nirav Modi and his uncle Mehul Choksi are accused of benefiting from a huge fraud against the Punjab National Bank, the country's second largest lender, to the tune of more than $2 billion.
","ಚೋಕ್ಸಿ ಹಾಗೂ ಅವರ ಅಳಿಯ ವಜ್ರಗಳ ವ್ಯಾಪಾರಿ ನೀರವ್ ಮೋದಿ, ಭಾರತದ 2ನೇ ಅತೀದೊಡ್ಡ ಸರ್ಕಾರಿ ಸ್ವಾಮ್ಯದ ಪಂಜಾಬ್ ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕ್ ಹೆಸರಿನಲ್ಲಿರುವ ನಕಲಿ ಗ್ಯಾರಂಟಿಗಳನ್ನು ನೀಡಿ ವಿದೇಶಗಳ ಬ್ಯಾಂಕ್ ಗಳಲ್ಲಿ ಕೋಟ್ಯಾಂತರ ರುಪಾಯಿ ಸಾಲ ಪಡೆದಿದ್ದರು.
"
"Maternal grandfather, uncle arrested
","ಮೊಮ್ಮಗಳ ಕೊಂದ ಅಜ್ಜನ ಬಂಧನ
"
