eng_Latn,ben_Beng
"According to law enforcement officials, the two brothers shot their parents, sister and grandmother and then killed themselves.
","পুলিশ বলছে, বিশ্ববিদ্যালয় পড়ুয়া দুই ভাই তাদের বাবা, মা, বোন ও নানিকে হত্যার পর নিজেরা আত্মহত্যা করেছে।
"
"According to police's preliminary investigation, the accused's wife and children had been staying at their grandmother's house for the past four months.
","প্রাথমিক তদন্তে পুলিশ জানিয়েছেন, অভিযুক্তের স্ত্রী গত চার মাস ধরে সন্তানদের সঙ্গে মায়ের বাড়িতেই গিয়েছিলেন।
"
"Actor Ali Asgar played the role of a crazy old grandmother in Comedy Nights with Kapil and The Kapil Sharma Show.
","প্রসঙ্গত, আলী আসগর এমন একজন নাম যিনি 'কমেডি নাইটস উইথ কপিল' এবং 'কপিল শর্মা শো'-এ দাদীর ভূমিকায় অভিনয় করেছেন।
"
"Afraid of what might happen, the girl left two days later to stay with her grandmother.
","কী হতে পারে ভয়ে মেয়েটি তার নানীর সাথে থাকার জন্য দুদিন পরে চলে গেল।
"
"After birth, it is difficult to find people who have not given honey to different grandmothers.
","জন্মের পর বাচ্চা'দেরকে নানা দাদীরা মখে মধু দেয় নাই এমন লোক খুঁজে পাওয়া কঠিন
"
"After that, the grandmother is laid in a hot stove.
","তারপরে, দাদী একটি গরম চুলা মধ্যে স্থাপন করা হয়।
"
"Alia Bhatt with her grandmother.
","দিদার সঙ্গে আলিয়া ভট্ট।
"
"All of them, including 90-year-old grandmother Janat Begam, were forced to take refuge in cramped homes with other relatives.
","৯০ বছর বয়সী দাদি জানাত বেগম সহ তাদের সবাইকে অন্যান্য আত্মীয়দের সাথে বাধা বাড়িতে জোর করে আশ্রয় নিতে বাধ্য করা হয়েছিল।
"
"All the grandmothers are here.
","বউ-নাতি সবাই এখানেই।
"
"Alternatively, he had been found dead that early early morning on their grandmother's bathroom flooring.
","পরিবর্তে, সে সকালে তার দাদির বাথরুমের মেঝেতে তাকে মৃত অবস্থায় পাওয়া যায়।
"
"An 87-year-old grandmother lives alone at home.
","৮০ বছরের বৃদ্ধা মা থাকেন গ্রামের একাকী একটি বাড়িতে।
"
"An Indian grandmother is revealed to have planned the kidnapping of her four-year-old grandson.
","একজন ভারতীয় নানী তাঁর চার বছরের নাতিকে অপহরণের পরিকল্পনা করেছিলেন বলে জানা গেছে।
"
"An Indian woman, along with her grandmother, has earned £400,000 in just eight months with a sweet business.
","একজন ভারতীয় মহিলা তার নানীর সাথে মিষ্টি ব্যবসা করে মাত্র আট মাসে £ 400,000 আয় করেছেন।
"
"An important role in the formation of the personality of the actress was played by her grandmother and grandfather.
","অভিনেত্রী এর ব্যক্তিত্বের গঠন গুরুত্বপূর্ণ ভূমিকা তার নাতি এবং পিতামহ দ্বারা খেলেছিল।
"
"An only child raised by her mother and grandmother who began acting while a girl in Catholic school, Helmond began her professional career in theater and returned to it often, earning a Tony Award nomination in 1973 for her Broadway role in Eugene O'Neill's The Great God Brown.
","ক্যাথলিক স্কুলে একটি মেয়ে যখন অভিনয় শুরু করেছিলেন, তখন তার মা এবং দাদী দ্বারা উত্থাপিত একমাত্র সন্তান হেলমন্ড থিয়েটারে তার পেশাগত কর্মজীবন শুরু করেছিলেন এবং 1973 সালে ইউজিন ও'নিলে তার ব্রডওয়ে ভূমিকার জন্য টনি অ্যাওয়ার্ড মনোনয়ন লাভ করেছিলেন।
"
"An only child, raised by her mother and grandmother, who began acting while a girl in Catholic school, Helmond began her professional career in theater and returned to it often, earning a Tony Award nomination in 1973 for her Broadway role in Eugene O'Neill's 'The Great God Brown'.
","ক্যাথলিক স্কুলে একটি মেয়ে যখন অভিনয় শুরু করেছিলেন, তখন তার মা এবং দাদী দ্বারা উত্থাপিত একমাত্র সন্তান হেলমন্ড থিয়েটারে তার পেশাগত কর্মজীবন শুরু করেছিলেন এবং 1973 সালে ইউজিন ও'নিলে তার ব্রডওয়ে ভূমিকার জন্য টনি অ্যাওয়ার্ড মনোনয়ন লাভ করেছিলেন।
"
