eng_Latn,ory_Orya
"""""""If we succeed in delivering the nutrition coverage to every mother, every child, many lives will be saved,"""" he added.""
","""""""ଯଦି ଆମେ ପ୍ରତ୍ୟେକ ମା', ପ୍ରତ୍ୟେକ ଶିଶୁଙ୍କ ପାଇଁ ପୁଷ୍ଟି ସୁନିଶ୍ଚିତ କରିପାରିବୁ, ତେବେ ଦେଶରେ ଅନେକ ମୂଲ୍ୟବାନ ଜୀବନ ରକ୍ଷା କରାଯାଇପାରିବ"""" ବୋଲି ପ୍ରଧାନମନ୍ତ୍ରୀ ଉଲ୍ଲେଖ କରିଥିଲେ ।""
"
"""""""It is said: one book, one pen, one child, and one teacher can change the world.""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember that one book, one pen, one child and one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember, one book, one pen, one child and one teacher can change the entire world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember, one book, one pen, one child, and one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember, one book, one pen, one child, and one teacher, can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pen, one child and one teacher can change the world.""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pen, one child and one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pen, one child and one teacher can change the world..""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pen, one child, and one teacher can change the world.""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pen, one child, and one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pen, one child, and one teacher can change...""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pen, one child, and one teacher, can change the world.""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pen, one child, and one teacher, can change the...""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pen, one child, one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: One book, one pencil, one child, and one teacher can change the world""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: one book, one pen, one child and one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: one book, one pen, one child, and one teacher, can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: one book, one pen, one child, and teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let us remember: one book, one pen, one child, one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Let's remember: A book, a pen, a child, and a teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""My child, I am very much pleased with you.""
","""""""ପୁତ୍ର, ମୁଁ ଖୁବ୍ ଆନନ୍ଦିତ ।""
"
"""""""My child, I am very pleased with you.""
","""""""ପୁତ୍ର, ମୁଁ ଖୁବ୍ ଆନନ୍ଦିତ ।""
"
"""""""My child, fear the LORD and the king, and don't associate with rebels.""
","21ହେ ମୋହର ପୁତ୍ର, ସଦାପ୍ରଭୁଙ୍କୁ ଓ ରାଜାଙ୍କୁ ଭୟ କର, ପୁଣି, ଚଞ୍ଚଳମତିମାନଙ୍କ ସଙ୍ଗରେ ଲିପ୍ତ ହୁଅ ନାହିଁ।
"
"""""""No child in India shall be deprived of education because of Hunger.""""""
","""ଭାରତରେ କୌଣସି ଶିଶୁ କ୍ଷୁଧା କାରଣରୁ ଶିକ୍ଷାରୁ ବଞ୍ଚିତ ହେବେ ନାହିଁ""""""
"
"""""""No child in India should be deprived of education because of hunger.""""""
","""ଭାରତରେ କୌଣସି ଶିଶୁ କ୍ଷୁଧା କାରଣରୁ ଶିକ୍ଷାରୁ ବଞ୍ଚିତ ହେବେ ନାହିଁ""""""
"
"""""""Now I can do a full check-up of a child.""
","""""""ବର୍ତ୍ତମାନ ଏକ ଶିଶୁ ସମ୍ପୂର୍ଣ୍ଣ ଯାଞ୍ଚ ମୁଁ କରିପାରିବି।""
"
"""""""Now, my child, I am really happy.""
","""""""ପୁତ୍ର, ମୁଁ ଖୁବ୍ ଆନନ୍ଦିତ ।""
"
"""""""Oh, child, I'm so happy for you.""
","""""""ପୁତ୍ର, ମୁଁ ଖୁବ୍ ଆନନ୍ଦିତ ।""
"
"""""""One Book, one pen, one child, and one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One barely learnt to sit, and I had another child,"""" she says.""
","""""""ଜଣେ ଭଲ ଭାବେ ବସିପାରୁନଥିଲା ଓ ମୁଁ ପୁଣି ଏକ ସନ୍ତାନକୁ ଜନ୍ମ ଦେଲି,"""" ସେ କୁହନ୍ତି।""
"
"""""""One book, one pen, one child, and one TEACHER can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One book, one pen, one child, and one teacher can change the world. """"""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One book, one pen, one child, and one teacher can change the world.""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One book, one pen, one child, and one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One book, one pen, one child, and one teacher, can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One book, one pen, one child, one teacher can change the world.""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One book, one pen, one teacher and one child, can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One book, one pencil, one child and one teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One child, one teacher, one book and one pen can change the world.""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One child, one teacher, one book, one pen can change the world.""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""One of the dead was a child.""""""
","""ମୃତକଙ୍କ ମଧ୍ୟରେ ରହିଛି ଜଣେ କୁନି ଛୁଆ""""""
"
"""""""Our ancient scripture Yajurveda teaches us that our relationship with planet earth is that of a mother and her child.""
","ଆମର ପ୍ରାଚୀନ ଗ୍ରନ୍ଥ ୟଜୁର୍ବେଦ ଆମକୁ ଶିଖାଉଛି ଯେ ପୃଥିବୀ ସହ ଆମର ସମ୍ପର୍କ ଜଣେ ମାଆ ଓ ତା'ର ସନ୍ତାନ ଭଳି ।
"
"""""""Remember: a book, a pencil, a child and a teacher can change the world.""""""
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"""""""Since I was a child I have loved birds.""
","""ସେ କହିଛନ୍ତି,"""" ଛୋଟବେଳୁ ମୁଁ ପକ୍ଷୀମାନଙ୍କୁ ଭଲ ପାଉଥିଲି।""
"
"""""""Take the child and his mother, and go to the land of Israel, because those who were trying to kill[ag] the child are dead.""""""
","""20""""ଉଠ, ଶିଶୁ ଓ ତାହାଙ୍କ ମାତାଙ୍କୁ ନେଇ ଇସ୍ରାଏଲ ଦେଶକୁ ଯାଅ, କାରଣ ଯେଉଁମାନେ ଶିଶୁଙ୍କ ପ୍ରାଣ ବିନାଶ କରିବା ନିମନ୍ତେ ଚେଷ୍ଟା କରୁଥିଲେ, ସେମାନଙ୍କର ମୃତ୍ୟୁ ଘଟିଅଛି ।""
"
"""""""Take the child and his mother, and go to the land of Israel, because those who were trying to kill[m] the child are dead.""""""
","""20""""ଉଠ, ଶିଶୁ ଓ ତାହାଙ୍କ ମାତାଙ୍କୁ ନେଇ ଇସ୍ରାଏଲ ଦେଶକୁ ଯାଅ, କାରଣ ଯେଉଁମାନେ ଶିଶୁଙ୍କ ପ୍ରାଣ ବିନାଶ କରିବା ନିମନ୍ତେ ଚେଷ୍ଟା କରୁଥିଲେ, ସେମାନଙ୍କର ମୃତ୍ୟୁ ଘଟିଅଛି ।""
"
"""""""The child's operation was a critical one.""
","""""""ଶିଶୁର ଅପରେସନ୍ ଏକ ଗୁରୁତ୍ୱପୂର୍ଣ କାର୍ଯ୍ୟ ଥିଲା ।""
"
"""""""The girl child has left a mark in every area, from studies to sports.""
","""""""କନ୍ୟା ସନ୍ତାନ ଅଧ୍ୟୟନର ଅଧ୍ୟବ୍ୟସାୟରୁ କ୍ରୀଡାଙ୍ଗନ ପର୍ଯ୍ୟନ୍ତ, ଜୀବନର ପ୍ରତିଟି କ୍ଷେତ୍ରରେ ଅଲିଭା ଛାପ ଛାଡିଥାଏ ।""
"
"""""""The goal of ending child marriage by 2030 already seemed like a challenge,"""" says Kanika Saraff.""
","""""""୨୦୩୦ ସୁଦ୍ଧା ବାଲ୍ୟ ବିବାହକୁ ସମ୍ପୂର୍ଣ୍ଣ ସମାପ୍ତ କରିବାର ଲକ୍ଷ୍ୟ ପୂର୍ବରୁ ହିଁ ଏକ ଆହ୍ୱାନ ହୋଇ ରହିଛି,"""" ବୋଲି କନିକା ସରାଫ୍ କୁହନ୍ତି।""
"
"""""""The land is our child, and we're its children.""""""
","""""""ଶୁଦ୍ଧ ପୃଥିବୀ ହେଉଛି ଆମ ମା' ଓ ଆମେ ତା'ର ସନ୍ତାନ"""" ।""
"
"""""""The period of work on each day shall be so fixed that no period shall exceed three hours and that no child shall work for more than three hours before he has had an interval for rest for at least one hour.""""""
","ଗୋଟିଏ ଦିନରେ ଶିଶୁର କାର୍ଯ୍ୟ କରିବାରେ ସମୟସୀମା ଏପରି ଭାବେ ସ୍ଥିରୀକୃତ କରାଯିବ ଯେପରି କୌଣସି କାଳାବଧି (ପିରିୟଡ) ୩ ଘଣ୍ଟାରୁ ଅଧିକ ହେବନାହିଁ ଏବଂ ଅତି କମ୍ ରେ ଏକ ଘଣ୍ଟା ବିଶ୍ରାମ ବିରତି ପୂର୍ବରୁ କୌଣସି ଶିଶୁ ୩ ଘଣ୍ଟାରୁ ଅଧିକ ସମୟ କାର୍ଯ୍ୟ କରିବ ନାହିଁ ।
"
"""""""Train up a child in the way he should go, and when he is old, he will not depart from it (Proverbs 22:6).""
","""""""ବାଳକର ଗନ୍ତବ୍ୟ ପଥରେ ତାହାକୁ ଶିକ୍ଷିତ କରାଅ, ତେଣୁ ସେ ବୃଦ୍ଧ ହେଲେହେଁ ତହିଁରୁ ବିମୁଖ ହେବନାହିଁ"""" (ହିତୋପଦେଶ ୨୨ଃ୬) ।""
"
"""""""We are happy that our efforts have brought smile back on the face of the child and his parents,"""" Dr. Antaryami Pradhan, Professor in the department of pediatric surgery, said.""
","""""""ଆମେ ଖୁବ୍ ଖୁସୀ ଯେ ଆମ ଚେଷ୍ଟା ଫଳରେ ଶିଶୁ ଏବଂ ତା'ର ଅଭିଭାବକଙ୍କ ମୁହଁରେ ପୁଣି ଥରେ ହସ ଫେରିଆସିଛି"""" ବୋଲି ପେଡିଆଟ୍ରିକ୍ ସର୍ଜରୀ ବିଭାଗର ପ୍ରଫେସର (ଡଃ) ଅନ୍ତର୍ଯ୍ୟାମୀ ପ୍ରଧାନ କହିଛନ୍ତି ।""
"
